0.0000000000 0.0000000000
0.1000000000 -0.0024984379
0.2000000000 -0.0099750278
0.3000000000 -0.0223737535
0.4000000000 -0.0396017733
0.5000000000 -0.0615301928
0.6000000000 -0.0879951365
0.7000000000 -0.1187991114
0.8000000000 -0.1537126472
0.9000000000 -0.1924762019
1.0000000000 -0.2348023134
1.1000000000 -0.2803779815
1.2000000000 -0.3288672557
1.3000000000 -0.3799140104
1.4000000000 -0.4331448796
1.5000000000 -0.4881723283
1.6000000000 -0.5445978324
1.7000000000 -0.6020151406
1.8000000000 -0.6600135890
1.9000000000 -0.7181814406
2.0000000000 -0.7761092209
2.1000000000 -0.8333930197
2.2000000000 -0.8896377331
2.3000000000 -0.9444602156
2.4000000000 -0.9974923167
2.5000000000 -1.0483837765
2.6000000000 -1.0968049544
2.7000000000 -1.1424493700
2.8000000000 -1.1850360334
2.9000000000 -1.2243115458
3.0000000000 -1.2600519549
3.1000000000 -1.2920643476
3.2000000000 -1.3201881696
3.3000000000 -1.3442962604
3.4000000000 -1.3642955967
3.5000000000 -1.3801277399
3.6000000000 -1.3917689834
3.7000000000 -1.3992302029
3.8000000000 -1.4025564093
3.9000000000 -1.4018260134
4.0000000000 -1.3971498073
4.1000000000 -1.3886696754
4.2000000000 -1.3765570469
4.3000000000 -1.3610111047
4.4000000000 -1.3422567693
4.5000000000 -1.3205424751
4.6000000000 -1.2961377616
4.7000000000 -1.2693307014
4.8000000000 -1.2404251876
4.9000000000 -1.2097381081
5.0000000000 -1.1775964295
5.1000000000 -1.1443342195
5.2000000000 -1.1102896325
5.3000000000 -1.0758018862
5.4000000000 -1.0412082558
5.5000000000 -1.0068411113
5.6000000000 -0.9730250230
5.7000000000 -0.9400739611
5.8000000000 -0.9082886099
5.9000000000 -0.8779538199
6.0000000000 -0.8493362160
6.1000000000 -0.8226819794
6.2000000000 -0.7982148167
6.3000000000 -0.7761341289
6.4000000000 -0.7566133868
6.5000000000 -0.7397987173
6.6000000000 -0.7258077011
6.7000000000 -0.7147283745
6.8000000000 -0.7066184258
6.9000000000 -0.7015045684
7.0000000000 -0.6993820648
7.1000000000 -0.7002143689
7.2000000000 -0.7039328436
7.3000000000 -0.7104364973
7.4000000000 -0.7195916730
7.5000000000 -0.7312316064
7.6000000000 -0.7451557497
7.7000000000 -0.7611287398
7.8000000000 -0.7788788620
7.9000000000 -0.7980958305
8.0000000000 -0.8184276737
8.1000000000 -0.8394764699
8.2000000000 -0.8607926285
8.3000000000 -0.8818673577
8.4000000000 -0.9021228885
8.5000000000 -0.9208999464
8.6000000000 -0.9374418662
8.7000000000 -0.9508746372
8.8000000000 -0.9601820321
8.9000000000 -0.9641748245
9.0000000000 -0.9614529168
9.1000000000 -0.9503589971
9.2000000000 -0.9289220942
9.3000000000 -0.8947891223
9.4000000000 -0.8451421747
9.5000000000 -0.7765989424
9.6000000000 -0.6850931955
9.7000000000 -0.5657317486
9.8000000000 -0.4126237418
9.9000000000 -0.2186773894
10.0000000000 0.0246414393
